# vostok matching ledger - generated by vostok.ledger.store. DO NOT hand-edit.
#   one row per target function; the derived roster is rebuilt from report.json
#
#   cur    fuzzy % in this build (noisy under LTCG/ICF)
#   max    peak for THIS source body (`hash`); resets only when `hash` changes.
#          Campaign goal: drive every max to 100.
#   hist   all-time peak; NEVER resets. hist > max = we had it better once.
#   tries  matcher dispatches that included this function (high = hard to match).
#          It moves ONLY when someone runs `vostok ledger tried` - a build that
#          changes the body does NOT bump it.
#   hash   12 hex chars of the function's own source body. Module/TU context is
#          deliberately excluded - it is diagnosis, not a gate.
#   cls    MATCH (statements identical) | SIZE (same count+geometry, bytes
#          differ) | QUANTITY (counts differ) | SPLIT (counts equal, unpairable)
#   status done (max>=100) | inprogress | blocked (something missing) |
#          parked (failed to raise it further)
mangled	unit	module	status	cls	cur	max	hist	tries	size	flags	hash	note
??$?0V?$bind_t@XP6AXAAVqueries_result@resources@vostok@@V?$resource_ptr@Vbi_spline_skeleton_animation_baked@animation@vostok@@Vunmanaged_intrusive_base@resources@3@@23@@ZV?$list2@U?$arg@$00@boost@@V?$value@V?$resource_ptr@Vbi_spline_skeleton_animation_baked@animation@vostok@@Vunmanaged_intrusive_base@resources@3@@resources@vostok@@@_bi@2@@_bi@boost@@@_bi@boost@@@?$function@$$A6AXAAVqueries_result@resources@vostok@@@Z@boost@@QAE@V?$bind_t@XP6AXAAVqueries_result@resources@vostok@@V?$resource_ptr@Vbi_spline_skeleton_animation_baked@animation@vostok@@Vunmanaged_intrusive_base@resources@3@@23@@ZV?$list2@U?$arg@$00@boost@@V?$value@V?$resource_ptr@Vbi_spline_skeleton_animation_baked@animation@vostok@@Vunmanaged_intrusive_base@resources@3@@resources@vostok@@@_bi@2@@_bi@boost@@@_bi@1@H@Z	boost/function/function_template.hpp	boost	done	MATCH	100	100	100	0	103	f	a2d94b68e81d	
??$?0V?$bind_t@XP6AXPAV?$intrusive_ptr@Vfs_task_unmount@resources@vostok@@Vintrusive_fs_task_unmount_base@23@Vsimple_lock@threading@3@@vostok@@PAV?$resource_ptr@Vbinary_config@configs@vostok@@Vunmanaged_intrusive_base@resources@3@@resources@2@V12@@ZV?$list3@V?$value@PAV?$intrusive_ptr@Vfs_task_unmount@resources@vostok@@Vintrusive_fs_task_unmount_base@23@Vsimple_lock@threading@3@@vostok@@@_bi@boost@@V?$value@PAV?$resource_ptr@Vbinary_config@configs@vostok@@Vunmanaged_intrusive_base@resources@3@@resources@vostok@@@23@U?$arg@$00@3@@_bi@boost@@@_bi@boost@@@?$function@$$A6AXV?$intrusive_ptr@Vfs_task_unmount@resources@vostok@@Vintrusive_fs_task_unmount_base@23@Vsimple_lock@threading@3@@vostok@@@Z@boost@@QAE@V?$bind_t@XP6AXPAV?$intrusive_ptr@Vfs_task_unmount@resources@vostok@@Vintrusive_fs_task_unmount_base@23@Vsimple_lock@threading@3@@vostok@@PAV?$resource_ptr@Vbinary_config@configs@vostok@@Vunmanaged_intrusive_base@resources@3@@resources@2@V12@@ZV?$list3@V?$value@PAV?$intrusive_ptr@Vfs_task_unmount@resources@vostok@@Vintrusive_fs_task_unmount_base@23@Vsimple_lock@threading@3@@vostok@@@_bi@boost@@V?$value@PAV?$resource_ptr@Vbinary_config@configs@vostok@@Vunmanaged_intrusive_base@resources@3@@resources@vostok@@@23@U?$arg@$00@3@@_bi@boost@@@_bi@1@H@Z	boost/function/function_template.hpp	boost	done	MATCH	100	100	100	0	67	f	a2d94b68e81d	
??$?0V?$bind_t@XP6AXPBDABVvfs_locked_iterator@vfs@vostok@@PCJ@ZV?$list3@V?$value@PBD@_bi@boost@@U?$arg@$00@3@V?$value@PCJ@23@@_bi@boost@@@_bi@boost@@@?$function@$$A6AXABVvfs_locked_iterator@vfs@vostok@@@Z@boost@@QAE@V?$bind_t@XP6AXPBDABVvfs_locked_iterator@vfs@vostok@@PCJ@ZV?$list3@V?$value@PBD@_bi@boost@@U?$arg@$00@3@V?$value@PCJ@23@@_bi@boost@@@_bi@1@H@Z	boost/function/function_template.hpp	boost	done	MATCH	100	100	100	0	67	f	a2d94b68e81d	
??$?0V?$bind_t@XP6AXUmount_result@vfs@vostok@@PAU123@PA_N@ZV?$list3@U?$arg@$00@boost@@V?$value@PAUmount_result@vfs@vostok@@@_bi@2@V?$value@PA_N@42@@_bi@boost@@@_bi@boost@@@?$function1@XUmount_result@vfs@vostok@@@boost@@QAE@V?$bind_t@XP6AXUmount_result@vfs@vostok@@PAU123@PA_N@ZV?$list3@U?$arg@$00@boost@@V?$value@PAUmount_result@vfs@vostok@@@_bi@2@V?$value@PA_N@42@@_bi@boost@@@_bi@1@H@Z	boost/function/function_template.hpp	boost	done	MATCH	100	100	100	1	116		bbe132cd2f39	auto: at 100% ceiling, demoted from queue
??$?0V?$bind_t@XV?$cmf0@XVbrain_unit@ai@vostok@@@_mfi@boost@@V?$list1@U?$arg@$00@boost@@@_bi@3@@_bi@boost@@@?$function1@XPBVbrain_unit@ai@vostok@@@boost@@QAE@V?$bind_t@XV?$cmf0@XVbrain_unit@ai@vostok@@@_mfi@boost@@V?$list1@U?$arg@$00@boost@@@_bi@3@@_bi@1@H@Z	boost/function/function_template.hpp	boost	done	MATCH	100	100	100	1	122		bbe132cd2f39	auto: at 100% ceiling, demoted from queue
??$?0V?$bind_t@XV?$cmf1@XVbrain_unit@ai@vostok@@PBUweapon@23@@_mfi@boost@@V?$list2@U?$arg@$00@boost@@U?$arg@$01@2@@_bi@3@@_bi@boost@@@?$function2@XPBVbrain_unit@ai@vostok@@PBUweapon@23@@boost@@QAE@V?$bind_t@XV?$cmf1@XVbrain_unit@ai@vostok@@PBUweapon@23@@_mfi@boost@@V?$list2@U?$arg@$00@boost@@U?$arg@$01@2@@_bi@3@@_bi@1@H@Z	boost/function/function_template.hpp	boost	done	MATCH	100	100	100	1	122		bbe132cd2f39	auto: at 100% ceiling, demoted from queue
??$?0V?$bind_t@XV?$cmf2@XVbrain_unit@ai@vostok@@PBUnpc@23@PBUweapon@23@@_mfi@boost@@V?$list3@U?$arg@$00@boost@@U?$arg@$01@2@U?$arg@$02@2@@_bi@3@@_bi@boost@@@?$function3@XPBVbrain_unit@ai@vostok@@PBUnpc@23@PBUweapon@23@@boost@@QAE@V?$bind_t@XV?$cmf2@XVbrain_unit@ai@vostok@@PBUnpc@23@PBUweapon@23@@_mfi@boost@@V?$list3@U?$arg@$00@boost@@U?$arg@$01@2@U?$arg@$02@2@@_bi@3@@_bi@1@H@Z	boost/function/function_template.hpp	boost	done	MATCH	100	100	100	1	122		bbe132cd2f39	auto: at 100% ceiling, demoted from queue
??$?0V?$bind_t@XV?$cmf3@XVhuman_npc@survarium@@PBDW4hit_affects_type_enum@2@W4affect_event_type_enum@2@@_mfi@boost@@V?$list4@V?$value@PAVhuman_npc@survarium@@@_bi@boost@@U?$arg@$00@3@U?$arg@$01@3@U?$arg@$02@3@@_bi@3@@_bi@boost@@@?$function3@XPBDW4hit_affects_type_enum@survarium@@W4affect_event_type_enum@2@@boost@@QAE@V?$bind_t@XV?$cmf3@XVhuman_npc@survarium@@PBDW4hit_affects_type_enum@2@W4affect_event_type_enum@2@@_mfi@boost@@V?$list4@V?$value@PAVhuman_npc@survarium@@@_bi@boost@@U?$arg@$00@3@U?$arg@$01@3@U?$arg@$02@3@@_bi@3@@_bi@1@H@Z	boost/function/function_template.hpp	boost	done	MATCH	100	100	100	0	73	f	bbe132cd2f39	
??$?0V?$bind_t@XV?$cmf3@XVsound_world@sound@vostok@@PAVsound_instance_proxy_internal@23@AAV?$function@$$A6AXPAVwriter@memory@vostok@@0@Z@boost@@PAVwriter@memory@3@@_mfi@boost@@V?$list4@V?$value@PAVsound_world@sound@vostok@@@_bi@boost@@V?$value@PAVsound_instance_proxy_internal@sound@vostok@@@23@V?$value@V?$function@$$A6AXPAVwriter@memory@vostok@@0@Z@boost@@@23@V?$value@PAVwriter@memory@vostok@@@23@@_bi@3@@_bi@boost@@@?$function0@X@boost@@QAE@V?$bind_t@XV?$cmf3@XVsound_world@sound@vostok@@PAVsound_instance_proxy_internal@23@AAV?$function@$$A6AXPAVwriter@memory@vostok@@0@Z@boost@@PAVwriter@memory@3@@_mfi@boost@@V?$list4@V?$value@PAVsound_world@sound@vostok@@@_bi@boost@@V?$value@PAVsound_instance_proxy_internal@sound@vostok@@@23@V?$value@V?$function@$$A6AXPAVwriter@memory@vostok@@0@Z@boost@@@23@V?$value@PAVwriter@memory@vostok@@@23@@_bi@3@@_bi@1@H@Z	boost/function/function_template.hpp	boost	done	MATCH	100	100	100	1	130		bbe132cd2f39	auto: at 100% ceiling, demoted from queue
??$?0V?$bind_t@XV?$cmf3@XVsound_world@sound@vostok@@PAVsound_instance_proxy_internal@23@AAV?$function@$$A6AXPAVwriter@memory@vostok@@0@Z@boost@@PAVwriter@memory@3@@_mfi@boost@@V?$list4@V?$value@PAVsound_world@sound@vostok@@@_bi@boost@@V?$value@PAVsound_instance_proxy_internal@sound@vostok@@@23@V?$value@V?$function@$$A6AXPAVwriter@memory@vostok@@0@Z@boost@@@23@V?$value@PAVwriter@memory@vostok@@@23@@_bi@3@@_bi@boost@@@?$function@$$A6AXXZ@boost@@QAE@V?$bind_t@XV?$cmf3@XVsound_world@sound@vostok@@PAVsound_instance_proxy_internal@23@AAV?$function@$$A6AXPAVwriter@memory@vostok@@0@Z@boost@@PAVwriter@memory@3@@_mfi@boost@@V?$list4@V?$value@PAVsound_world@sound@vostok@@@_bi@boost@@V?$value@PAVsound_instance_proxy_internal@sound@vostok@@@23@V?$value@V?$function@$$A6AXPAVwriter@memory@vostok@@0@Z@boost@@@23@V?$value@PAVwriter@memory@vostok@@@23@@_bi@3@@_bi@1@H@Z	boost/function/function_template.hpp	boost	done	MATCH	100	100	100	1	123		a2d94b68e81d	auto: at 100% ceiling, demoted from queue
??$?0V?$bind_t@XV?$mf0@XVbase_network_client@survarium@@@_mfi@boost@@V?$list1@V?$value@PAVnetwork_client@survarium@@@_bi@boost@@@_bi@3@@_bi@boost@@@?$function1@XPBD@boost@@QAE@V?$bind_t@XV?$mf0@XVbase_network_client@survarium@@@_mfi@boost@@V?$list1@V?$value@PAVnetwork_client@survarium@@@_bi@boost@@@_bi@3@@_bi@1@H@Z	boost/function/function_template.hpp	boost	done	MATCH	100	100	100	0	73	f	bbe132cd2f39	
??$?0V?$bind_t@XV?$mf0@XVbooby_trap_set@survarium@@@_mfi@boost@@V?$list1@V?$value@PAVbooby_trap_set@survarium@@@_bi@boost@@@_bi@3@@_bi@boost@@@?$function0@X@boost@@QAE@V?$bind_t@XV?$mf0@XVbooby_trap_set@survarium@@@_mfi@boost@@V?$list1@V?$value@PAVbooby_trap_set@survarium@@@_bi@boost@@@_bi@3@@_bi@1@H@Z	boost/function/function_template.hpp	boost	done	MATCH	100	100	100	0	73	f	bbe132cd2f39	
??$?0V?$bind_t@XV?$mf0@XVengine_world@engine@vostok@@@_mfi@boost@@V?$list1@V?$value@PAVengine_world@engine@vostok@@@_bi@boost@@@_bi@3@@_bi@boost@@@?$function0@X@boost@@QAE@V?$bind_t@XV?$mf0@XVengine_world@engine@vostok@@@_mfi@boost@@V?$list1@V?$value@PAVengine_world@engine@vostok@@@_bi@boost@@@_bi@3@@_bi@1@H@Z	boost/function/function_template.hpp	boost	done	MATCH	100	100	100	1	73	f	bbe132cd2f39	auto: at 100% ceiling, demoted from queue
??$?0V?$bind_t@XV?$mf0@XVengine_world@engine@vostok@@@_mfi@boost@@V?$list1@V?$value@PAVengine_world@engine@vostok@@@_bi@boost@@@_bi@3@@_bi@boost@@@?$function@$$A6AXXZ@boost@@QAE@V?$bind_t@XV?$mf0@XVengine_world@engine@vostok@@@_mfi@boost@@V?$list1@V?$value@PAVengine_world@engine@vostok@@@_bi@boost@@@_bi@3@@_bi@1@H@Z	boost/function/function_template.hpp	boost	blocked				0	0	40	f		
??$?0V?$bind_t@XV?$mf0@XVgame@survarium@@@_mfi@boost@@V?$list1@V?$value@PAVgame@survarium@@@_bi@boost@@@_bi@3@@_bi@boost@@@?$function1@XPBD@boost@@QAE@V?$bind_t@XV?$mf0@XVgame@survarium@@@_mfi@boost@@V?$list1@V?$value@PAVgame@survarium@@@_bi@boost@@@_bi@3@@_bi@1@H@Z	boost/function/function_template.hpp	boost	done	MATCH	100	100	100	0	73	f	bbe132cd2f39	
??$?0V?$bind_t@XV?$mf0@XVgame_world@survarium@@@_mfi@boost@@V?$list1@V?$value@PAVgame_world@survarium@@@_bi@boost@@@_bi@3@@_bi@boost@@@?$function1@XPBD@boost@@QAE@V?$bind_t@XV?$mf0@XVgame_world@survarium@@@_mfi@boost@@V?$list1@V?$value@PAVgame_world@survarium@@@_bi@boost@@@_bi@3@@_bi@1@H@Z	boost/function/function_template.hpp	boost	done	MATCH	100	100	100	0	73	f	bbe132cd2f39	
??$?0V?$bind_t@XV?$mf0@XVnetwork_client@survarium@@@_mfi@boost@@V?$list1@V?$value@PAVnetwork_client@survarium@@@_bi@boost@@@_bi@3@@_bi@boost@@@?$function0@X@boost@@QAE@V?$bind_t@XV?$mf0@XVnetwork_client@survarium@@@_mfi@boost@@V?$list1@V?$value@PAVnetwork_client@survarium@@@_bi@boost@@@_bi@3@@_bi@1@H@Z	boost/function/function_template.hpp	boost	done	MATCH	100	100	100	0	73	f	bbe132cd2f39	
??$?0V?$bind_t@XV?$mf1@XUasync_callbacks_data@vfs@vostok@@Umount_result@23@@_mfi@boost@@V?$list2@V?$value@PAUasync_callbacks_data@vfs@vostok@@@_bi@boost@@U?$arg@$00@3@@_bi@3@@_bi@boost@@@?$function1@XUmount_result@vfs@vostok@@@boost@@QAE@V?$bind_t@XV?$mf1@XUasync_callbacks_data@vfs@vostok@@Umount_result@23@@_mfi@boost@@V?$list2@V?$value@PAUasync_callbacks_data@vfs@vostok@@@_bi@boost@@U?$arg@$00@3@@_bi@3@@_bi@1@H@Z	boost/function/function_template.hpp	boost	done	MATCH	100	100	100	1	102		bbe132cd2f39	auto: at 100% ceiling, demoted from queue
??$?0V?$bind_t@XV?$mf1@XUclouds@render@vostok@@I@_mfi@boost@@V?$list2@V?$value@PAUclouds@render@vostok@@@_bi@boost@@V?$value@I@23@@_bi@3@@_bi@boost@@@?$function@$$A6AXXZ@boost@@QAE@V?$bind_t@XV?$mf1@XUclouds@render@vostok@@I@_mfi@boost@@V?$list2@V?$value@PAUclouds@render@vostok@@@_bi@boost@@V?$value@I@23@@_bi@3@@_bi@1@H@Z	boost/function/function_template.hpp	boost	done	MATCH	100	100	100	0	67	f	a2d94b68e81d	
??$?0V?$bind_t@XV?$mf1@XUworld@engine_user@vostok@@PBD@_mfi@boost@@V?$list2@V?$value@PAUworld@engine_user@vostok@@@_bi@boost@@V?$value@PBD@23@@_bi@3@@_bi@boost@@@?$function@$$A6AXXZ@boost@@QAE@V?$bind_t@XV?$mf1@XUworld@engine_user@vostok@@PBD@_mfi@boost@@V?$list2@V?$value@PAUworld@engine_user@vostok@@@_bi@boost@@V?$value@PBD@23@@_bi@3@@_bi@1@H@Z	boost/function/function_template.hpp	boost	done	MATCH	100	100	100	0	67	f	a2d94b68e81d	
??$?0V?$bind_t@XV?$mf1@XUworld@engine_user@vostok@@_N@_mfi@boost@@V?$list2@V?$value@PAUworld@engine_user@vostok@@@_bi@boost@@V?$value@_N@23@@_bi@3@@_bi@boost@@@?$function@$$A6AXXZ@boost@@QAE@V?$bind_t@XV?$mf1@XUworld@engine_user@vostok@@_N@_mfi@boost@@V?$list2@V?$value@PAUworld@engine_user@vostok@@@_bi@boost@@V?$value@_N@23@@_bi@3@@_bi@1@H@Z	boost/function/function_template.hpp	boost	done	MATCH	100	100	100	1	67	f	a2d94b68e81d	auto: at 100% ceiling, demoted from queue
??$?0V?$bind_t@XV?$mf1@XVanimation_collection_cook@animation@vostok@@AAVqueries_result@resources@3@@_mfi@boost@@V?$list2@V?$value@PAVanimation_collection_cook@animation@vostok@@@_bi@boost@@U?$arg@$00@3@@_bi@3@@_bi@boost@@@?$function1@XAAVqueries_result@resources@vostok@@@boost@@QAE@V?$bind_t@XV?$mf1@XVanimation_collection_cook@animation@vostok@@AAVqueries_result@resources@3@@_mfi@boost@@V?$list2@V?$value@PAVanimation_collection_cook@animation@vostok@@@_bi@boost@@U?$arg@$00@3@@_bi@3@@_bi@1@H@Z	boost/function/function_template.hpp	boost	done	MATCH	100	100	100	1	73	f	bbe132cd2f39	auto: at 100% ceiling, demoted from queue
??$?0V?$bind_t@XV?$mf1@XVanimation_space_graph_cook@survarium@@AAVqueries_result@resources@vostok@@@_mfi@boost@@V?$list2@V?$value@PAVanimation_space_graph_cook@survarium@@@_bi@boost@@U?$arg@$00@3@@_bi@3@@_bi@boost@@@?$function1@XAAVqueries_result@resources@vostok@@@boost@@QAE@V?$bind_t@XV?$mf1@XVanimation_space_graph_cook@survarium@@AAVqueries_result@resources@vostok@@@_mfi@boost@@V?$list2@V?$value@PAVanimation_space_graph_cook@survarium@@@_bi@boost@@U?$arg@$00@3@@_bi@3@@_bi@1@H@Z	boost/function/function_template.hpp	boost	done	MATCH	100	100	100	0	73	f	bbe132cd2f39	
??$?0V?$bind_t@XV?$mf1@XVbase_network_client@survarium@@PBD@_mfi@boost@@V?$list2@V?$value@PAVbase_network_client@survarium@@@_bi@boost@@U?$arg@$00@3@@_bi@3@@_bi@boost@@@?$function1@XPBD@boost@@QAE@V?$bind_t@XV?$mf1@XVbase_network_client@survarium@@PBD@_mfi@boost@@V?$list2@V?$value@PAVbase_network_client@survarium@@@_bi@boost@@U?$arg@$00@3@@_bi@3@@_bi@1@H@Z	boost/function/function_template.hpp	boost	done	MATCH	100	100	100	0	73	f	bbe132cd2f39	
??$?0V?$bind_t@XV?$mf1@XVbase_network_client@survarium@@PBD@_mfi@boost@@V?$list2@V?$value@PAVnetwork_client@survarium@@@_bi@boost@@U?$arg@$00@3@@_bi@3@@_bi@boost@@@?$function1@XPBD@boost@@QAE@V?$bind_t@XV?$mf1@XVbase_network_client@survarium@@PBD@_mfi@boost@@V?$list2@V?$value@PAVnetwork_client@survarium@@@_bi@boost@@U?$arg@$00@3@@_bi@3@@_bi@1@H@Z	boost/function/function_template.hpp	boost	done	MATCH	100	100	100	0	73	f	bbe132cd2f39	
??$?0V?$bind_t@XV?$mf1@XVempty_hands_cook@survarium@@AAVqueries_result@resources@vostok@@@_mfi@boost@@V?$list2@V?$value@PAVempty_hands_cook@survarium@@@_bi@boost@@U?$arg@$00@3@@_bi@3@@_bi@boost@@@?$function1@XAAVqueries_result@resources@vostok@@@boost@@QAE@V?$bind_t@XV?$mf1@XVempty_hands_cook@survarium@@AAVqueries_result@resources@vostok@@@_mfi@boost@@V?$list2@V?$value@PAVempty_hands_cook@survarium@@@_bi@boost@@U?$arg@$00@3@@_bi@3@@_bi@1@H@Z	boost/function/function_template.hpp	boost	done	MATCH	100	100	100	0	73	f	bbe132cd2f39	
??$?0V?$bind_t@XV?$mf1@XVengine_world@engine@vostok@@M@_mfi@boost@@V?$list2@V?$value@PAVengine_world@engine@vostok@@@_bi@boost@@V?$value@M@23@@_bi@3@@_bi@boost@@@?$function0@X@boost@@QAE@V?$bind_t@XV?$mf1@XVengine_world@engine@vostok@@M@_mfi@boost@@V?$list2@V?$value@PAVengine_world@engine@vostok@@@_bi@boost@@V?$value@M@23@@_bi@3@@_bi@1@H@Z	boost/function/function_template.hpp	boost	done	MATCH	100	100	100	1	73	f	bbe132cd2f39	auto: at 100% ceiling, demoted from queue
??$?0V?$bind_t@XV?$mf1@XVengine_world@engine@vostok@@PAVasynchronous_device_interface@fs_new@3@@_mfi@boost@@V?$list2@V?$value@PAVengine_world@engine@vostok@@@_bi@boost@@V?$value@PAVasynchronous_device_interface@fs_new@vostok@@@23@@_bi@3@@_bi@boost@@@?$function0@X@boost@@QAE@V?$bind_t@XV?$mf1@XVengine_world@engine@vostok@@PAVasynchronous_device_interface@fs_new@3@@_mfi@boost@@V?$list2@V?$value@PAVengine_world@engine@vostok@@@_bi@boost@@V?$value@PAVasynchronous_device_interface@fs_new@vostok@@@23@@_bi@3@@_bi@1@H@Z	boost/function/function_template.hpp	boost	done	MATCH	100	100	100	1	73	f	bbe132cd2f39	auto: at 100% ceiling, demoted from queue
??$?0V?$bind_t@XV?$mf1@XVengine_world@engine@vostok@@PBD@_mfi@boost@@V?$list2@V?$value@PAVengine_world@engine@vostok@@@_bi@boost@@V?$value@PBD@23@@_bi@3@@_bi@boost@@@?$function0@X@boost@@QAE@V?$bind_t@XV?$mf1@XVengine_world@engine@vostok@@PBD@_mfi@boost@@V?$list2@V?$value@PAVengine_world@engine@vostok@@@_bi@boost@@V?$value@PBD@23@@_bi@3@@_bi@1@H@Z	boost/function/function_template.hpp	boost	done	MATCH	100	100	100	1	73	f	bbe132cd2f39	auto: at 100% ceiling, demoted from queue
??$?0V?$bind_t@XV?$mf1@XVengine_world@engine@vostok@@W4threads_enum@apc@3@@_mfi@boost@@V?$list2@V?$value@PAVengine_world@engine@vostok@@@_bi@boost@@V?$value@W4threads_enum@apc@vostok@@@23@@_bi@3@@_bi@boost@@@?$function0@X@boost@@QAE@V?$bind_t@XV?$mf1@XVengine_world@engine@vostok@@W4threads_enum@apc@3@@_mfi@boost@@V?$list2@V?$value@PAVengine_world@engine@vostok@@@_bi@boost@@V?$value@W4threads_enum@apc@vostok@@@23@@_bi@3@@_bi@1@H@Z	boost/function/function_template.hpp	boost	done	MATCH	100	100	100	1	73	f	bbe132cd2f39	auto: at 100% ceiling, demoted from queue
??$?0V?$bind_t@XV?$mf1@XVgame@survarium@@AAVqueries_result@resources@vostok@@@_mfi@boost@@V?$list2@V?$value@PAVgame@survarium@@@_bi@boost@@U?$arg@$00@3@@_bi@3@@_bi@boost@@@?$function1@XAAVqueries_result@resources@vostok@@@boost@@QAE@V?$bind_t@XV?$mf1@XVgame@survarium@@AAVqueries_result@resources@vostok@@@_mfi@boost@@V?$list2@V?$value@PAVgame@survarium@@@_bi@boost@@U?$arg@$00@3@@_bi@3@@_bi@1@H@Z	boost/function/function_template.hpp	boost	done	MATCH	100	100	100	1	73	f	bbe132cd2f39	auto: at 100% ceiling, demoted from queue
??$?0V?$bind_t@XV?$mf1@XVgame@survarium@@PBD@_mfi@boost@@V?$list2@V?$value@PAVgame@survarium@@@_bi@boost@@U?$arg@$00@3@@_bi@3@@_bi@boost@@@?$function1@XPBD@boost@@QAE@V?$bind_t@XV?$mf1@XVgame@survarium@@PBD@_mfi@boost@@V?$list2@V?$value@PAVgame@survarium@@@_bi@boost@@U?$arg@$00@3@@_bi@3@@_bi@1@H@Z	boost/function/function_template.hpp	boost	done	MATCH	100	100	100	1	73	f	bbe132cd2f39	auto: at 100% ceiling, demoted from queue
??$?0V?$bind_t@XV?$mf1@XVgame_world@survarium@@AAVqueries_result@resources@vostok@@@_mfi@boost@@V?$list2@V?$value@PAVgame_world@survarium@@@_bi@boost@@U?$arg@$00@3@@_bi@3@@_bi@boost@@@?$function1@XAAVqueries_result@resources@vostok@@@boost@@QAE@V?$bind_t@XV?$mf1@XVgame_world@survarium@@AAVqueries_result@resources@vostok@@@_mfi@boost@@V?$list2@V?$value@PAVgame_world@survarium@@@_bi@boost@@U?$arg@$00@3@@_bi@3@@_bi@1@H@Z	boost/function/function_template.hpp	boost	done			100	100	1	73	f		auto: at 100% ceiling, demoted from queue
??$?0V?$bind_t@XV?$mf1@XVgame_world@survarium@@PBD@_mfi@boost@@V?$list2@V?$value@PAVgame_world@survarium@@@_bi@boost@@U?$arg@$00@3@@_bi@3@@_bi@boost@@@?$function1@XPBD@boost@@QAE@V?$bind_t@XV?$mf1@XVgame_world@survarium@@PBD@_mfi@boost@@V?$list2@V?$value@PAVgame_world@survarium@@@_bi@boost@@U?$arg@$00@3@@_bi@3@@_bi@1@H@Z	boost/function/function_template.hpp	boost	done	MATCH	100	100	100	0	73	f	bbe132cd2f39	
??$?0V?$bind_t@XV?$mf1@XVhuman_npc_cook@survarium@@AAVqueries_result@resources@vostok@@@_mfi@boost@@V?$list2@V?$value@PAVhuman_npc_cook@survarium@@@_bi@boost@@U?$arg@$00@3@@_bi@3@@_bi@boost@@@?$function1@XAAVqueries_result@resources@vostok@@@boost@@QAE@V?$bind_t@XV?$mf1@XVhuman_npc_cook@survarium@@AAVqueries_result@resources@vostok@@@_mfi@boost@@V?$list2@V?$value@PAVhuman_npc_cook@survarium@@@_bi@boost@@U?$arg@$00@3@@_bi@3@@_bi@1@H@Z	boost/function/function_template.hpp	boost	done	MATCH	100	100	100	0	73	f	bbe132cd2f39	
??$?0V?$bind_t@XV?$mf1@XVlobby_menu@survarium@@AAVqueries_result@resources@vostok@@@_mfi@boost@@V?$list2@V?$value@PAVlobby_menu@survarium@@@_bi@boost@@U?$arg@$00@3@@_bi@3@@_bi@boost@@@?$function1@XAAVqueries_result@resources@vostok@@@boost@@QAE@V?$bind_t@XV?$mf1@XVlobby_menu@survarium@@AAVqueries_result@resources@vostok@@@_mfi@boost@@V?$list2@V?$value@PAVlobby_menu@survarium@@@_bi@boost@@U?$arg@$00@3@@_bi@3@@_bi@1@H@Z	boost/function/function_template.hpp	boost	done			100	100	1	73	f		auto: at 100% ceiling, demoted from queue
??$?0V?$bind_t@XV?$mf1@XVlogin_client_impl@network@vostok@@ABV?$function@$$A6AXW4connection_error_types_enum@vostok@@W4handshaking_error_types_enum@2@W4socket_error_types_enum@2@W4login_server_message_types_enum@2@@Z@boost@@@_mfi@boost@@V?$list2@V?$value@PAVlogin_client_impl@network@vostok@@@_bi@boost@@V?$value@V?$function@$$A6AXW4connection_error_types_enum@vostok@@W4handshaking_error_types_enum@2@W4socket_error_types_enum@2@W4login_server_message_types_enum@2@@Z@boost@@@23@@_bi@3@@_bi@boost@@@?$function0@X@boost@@QAE@V?$bind_t@XV?$mf1@XVlogin_client_impl@network@vostok@@ABV?$function@$$A6AXW4connection_error_types_enum@vostok@@W4handshaking_error_types_enum@2@W4socket_error_types_enum@2@W4login_server_message_types_enum@2@@Z@boost@@@_mfi@boost@@V?$list2@V?$value@PAVlogin_client_impl@network@vostok@@@_bi@boost@@V?$value@V?$function@$$A6AXW4connection_error_types_enum@vostok@@W4handshaking_error_types_enum@2@W4socket_error_types_enum@2@W4login_server_message_types_enum@2@@Z@boost@@@23@@_bi@3@@_bi@1@H@Z	boost/function/function_template.hpp	boost	inprogress	SIZE	91.4595	91.4595	91.4595	0	106		bbe132cd2f39	
??$?0V?$bind_t@XV?$mf1@XVlogin_client_impl@network@vostok@@ABV?$function@$$A6AXW4connection_error_types_enum@vostok@@W4handshaking_error_types_enum@2@W4socket_error_types_enum@2@W4login_server_message_types_enum@2@@Z@boost@@@_mfi@boost@@V?$list2@V?$value@PAVlogin_client_impl@network@vostok@@@_bi@boost@@V?$value@V?$function@$$A6AXW4connection_error_types_enum@vostok@@W4handshaking_error_types_enum@2@W4socket_error_types_enum@2@W4login_server_message_types_enum@2@@Z@boost@@@23@@_bi@3@@_bi@boost@@@?$function@$$A6AXXZ@boost@@QAE@V?$bind_t@XV?$mf1@XVlogin_client_impl@network@vostok@@ABV?$function@$$A6AXW4connection_error_types_enum@vostok@@W4handshaking_error_types_enum@2@W4socket_error_types_enum@2@W4login_server_message_types_enum@2@@Z@boost@@@_mfi@boost@@V?$list2@V?$value@PAVlogin_client_impl@network@vostok@@@_bi@boost@@V?$value@V?$function@$$A6AXW4connection_error_types_enum@vostok@@W4handshaking_error_types_enum@2@W4socket_error_types_enum@2@W4login_server_message_types_enum@2@@Z@boost@@@23@@_bi@3@@_bi@1@H@Z	boost/function/function_template.hpp	boost	inprogress	MATCH	91.2222	91.2222	91.2222	0	100		a2d94b68e81d	
